my_dates,dt_start,start,label,tp,before_avg,before_density,day_of_week,kind,red_diff,blu_diff,diff_to_first,result
2018-12-07 06:00:00,2018-12-06 07:00:00,0.89228,3478,0.005030501865944448,0.8907616666666667,0.8908294789579159,4,0,0.001983080381810942,0.0010831571381690883,0.0002019620366214836,1.0
2018-12-07 10:00:00,2018-12-07 03:00:00,0.89033,3478,0.0032177371911131787,0.89051875,0.8900978156312626,4,0,0.0004953122058073411,0.0008288646967260505,7.607529217401598e-05,0.0
2018-12-11 22:00:00,2018-12-11,0.90358,4378,0.008226570221163132,0.9001008333333333,0.8969104008016032,1,0,-0.003607846463970943,0.000613154521049375,0.002498968148723524,0.0
2018-12-12 14:00:00,2018-12-12 03:00:00,0.90589,3478,0.004313149031042074,0.9039191666666668,0.903784629258517,2,0,0.0010568212526428367,0.0011794645873743905,0.001367743273703148,1.0
2018-12-12 15:00:00,2018-12-12 04:00:00,0.90577,3478,0.004981154235495722,0.9040083333333332,0.903784629258517,2,0,0.000654207863188927,0.0009870854820837052,0.0007010212873435062,1.0
2018-12-12 15:00:00,2018-12-12 06:00:00,0.90547,3478,0.0051844909863034685,0.90415625,0.9038137875751504,2,0,0.0013486823880095589,0.0012549920693556427,0.00030062063185254395,1.0
2018-12-12 15:00:00,2018-12-12 07:00:00,0.90546,3478,0.005410589314256864,0.90423375,0.9039207014028056,2,0,0.0017517049863892133,0.0015767411805632794,0.00017545612009206568,1.0
2018-12-12 15:00:00,2018-12-12 05:00:00,0.90548,3478,0.005182681801415789,0.90408875,0.903784629258517,2,0,0.0011297609316384127,0.0011304204118579575,0.0002309817640395728,1.0
2018-12-13 10:00:00,2018-12-13 08:00:00,0.90088,3478,0.003095924760053825,0.9009991666666668,0.9003736873747494,3,0,0.0008714341163477135,0.0010128242735772952,0.00015271357193047394,1.0
2018-12-13 15:00:00,2018-12-13 03:00:00,0.90075,3748,0.003636553002345888,0.90199625,0.8999893987975952,3,0,0.00158890495278885,0.002149498647775583,0.0005995097630399071,1.0
2018-12-13 15:00:00,2018-12-13 06:00:00,0.90113,3478,0.003810022412616853,0.90137625,0.9002406212424849,3,0,0.0009319053652626641,0.0015633670734216398,0.0002546031151000605,1.0
2018-12-13 23:00:00,2018-12-13,0.89971,4378,0.008655954371427521,0.9027220833333334,0.9053076352705408,3,1,-0.0016227188909119226,0.0027585390186755103,0.0004172402281499288,0.0
2018-12-14 23:00:00,2018-12-14 03:00:00,0.8992600000000001,3748,0.002992083560371395,0.8988108333333333,0.8982489579158317,4,0,0.0020685044610383447,0.001000756755986765,0.0005393366898095442,1.0
2018-12-14 23:00:00,2018-12-14 04:00:00,0.89948,3478,0.004085612619415313,0.89874875,0.8983507615230459,4,0,0.001293354328864127,0.0017225708027563955,0.0006168160555830582,1.0
2018-12-17 16:00:00,2018-12-17 04:00:00,0.8988299999999999,7384,0.001605420700037996,0.898725,0.8991605811623247,0,0,0.0010286532396353019,0.0009663555019227,0.0001955716162606036,0.0
