my_dates,dt_start,start,label,tp,before_avg,before_density,day_of_week,kind,red_diff,blu_diff,diff_to_first,result
2018-12-07 16:00:00,2018-12-06 17:00:00,112.355,3478,1.0391074784062369,112.90175,112.78567735470942,4,1,0.3840983761568566,0.3946217954697033,0.09809876485299183,1.0
2018-12-07 17:00:00,2018-12-06 18:00:00,112.467,3478,0.7449984913838249,112.86945833333333,112.7874368737475,4,1,0.11414390098093465,0.1333605057888576,0.10817581058607573,1.0
2018-12-07 18:00:00,2018-12-06 19:00:00,112.532,3478,0.4414436310437537,112.84216666666669,112.78391783567137,4,1,0.0446121591644868,0.07666942152128797,0.2784881467987077,0.0
2018-12-07 19:00:00,2018-12-06 20:00:00,112.569,3478,0.4794696665947811,112.81691666666669,112.77336072144287,4,1,0.211470751406992,0.08231015535656637,0.24588458559271945,0.0
2018-12-07 20:00:00,2018-12-06 21:00:00,112.627,3478,0.4069146174888516,112.79229166666669,112.75928456913827,4,1,0.18570577604219807,0.1362327836161512,0.07482018100276377,0.0
2018-12-07 22:00:00,2018-12-06 23:00:00,112.666,3478,0.4369763279121344,112.74770833333334,112.74146492985972,4,1,0.057704400091054715,0.13922628907550916,0.02251610121244596,0.0
2018-12-10 03:00:00,2018-12-10,112.626,3478,0.4271392564543248,112.744625,112.79585771543086,0,1,0.16905185792879251,0.2111019416356044,0.029359863568089395,0.0
2018-12-10 19:00:00,2018-12-10 07:00:00,112.463,3478,0.5889138452519092,112.68941666666667,112.7276372745491,0,1,0.08192818461199636,0.101210909536519,0.019875593579811838,1.0
2018-12-10 19:00:00,2018-12-10 03:00:00,112.29,3478,0.5113624983351883,112.7495238095238,112.80213026052105,0,1,0.16016588810542487,0.15575326783942955,0.4034357570338756,1.0
2018-12-10 19:00:00,2018-12-10 05:00:00,112.355,4378,0.4754821857304563,112.67708333333331,112.70527254509018,0,1,-0.005087133326881599,0.16831287658783367,0.2808896523664401,1.0
2018-12-10 19:00:00,2018-12-10 02:00:00,112.455,3478,0.3552367082204171,112.74795454545456,112.79962124248495,0,1,0.06574305449484541,0.12930481900936286,0.2862749335532584,1.0
2018-12-10 19:00:00,2018-12-10 06:00:00,112.44,3478,0.6255651029166813,112.68083333333334,112.71272745490982,0,1,0.13341882676792238,0.3097797105660618,0.053181544812076716,1.0
2018-12-10 19:00:00,2018-12-10 04:00:00,112.31,3478,0.4958231835738047,112.7535,112.80213026052105,0,1,0.107466754736393,0.19268360863446787,0.3894773273648866,1.0
2018-12-10 19:00:00,2018-12-10 01:00:00,112.511,3478,0.42180245149701534,112.74621739130434,112.79773947895792,0,1,0.1332010998751514,0.20186627368696008,0.15613993014419236,1.0
2018-12-11 18:00:00,2018-12-10 21:00:00,113.199,3478,0.4714256534598462,112.748125,112.71431462925852,1,0,0.25236311096698216,0.21379313254769272,0.07900350576963433,0.0
2018-12-12 20:00:00,2018-12-11 21:00:00,113.397,3478,0.4652564871472151,113.167875,113.08876352705411,2,0,0.07775810862906951,0.1369198334936783,0.002928252389281738,1.0
2018-12-13 01:00:00,2018-12-12 02:00:00,113.477,3478,0.37373759446504096,113.19604166666667,113.08398997995992,3,0,0.013184377019911151,0.1246973777875553,0.17004648477131926,1.0
2018-12-13 02:00:00,2018-12-12 03:00:00,113.484,3478,0.3856502479727766,113.21266666666666,113.08767735470944,3,0,0.02749906391993306,0.18283827828518892,0.2032586236694982,0.0
2018-12-13 03:00:00,2018-12-12 04:00:00,113.436,3478,0.4351410010781507,113.23033333333332,113.09454108216431,3,0,0.06549196267305035,0.194057178220973,0.11055096131177322,0.0
2018-12-13 18:00:00,2018-12-12 19:00:00,113.179,3478,0.4346368901449296,113.38508333333333,113.4219519038076,3,1,0.036074175653979516,0.06119647771554071,0.0617863758579773,1.0
2018-12-13 18:00:00,2018-12-12 20:00:00,113.225,3478,0.44713987602077054,113.38016666666668,113.42043286573146,3,1,0.30640396448551144,0.042303480404427767,0.0111538456564233,1.0
2018-12-14 21:00:00,2018-12-13 22:00:00,113.591,3478,0.4336587631666475,113.4475,113.45303406813628,4,0,0.16355275488659515,0.09323484619497437,0.03365730467977812,1.0
